HTSUS,Description,Scope Limitations
2843.90.00,"2843.90.00 Inorganic or organic compounds of precious metals, excluding those of silver and gold; amalgams of precious metals",
2844.10.10,2844.10.10 Natural uranium metal,
2844.10.20,2844.10.20 Natural uranium compounds,
2844.20.00,"2844.20.00 Uranium enriched in U235 and plutonium and their compounds; alloys, dispersions, ceramic products and mixtures containing these products",
2844.30.20,2844.30.20 Compounds of uranium depleted in U235,
2844.30.50,"2844.30.50 Uranium depleted in U235, thorium; alloys, dispersions, ceramic products and mixtures of these products and their compounds",
2844.43.00,"2844.43.00 Other radioactive elements, isotopes, compounds, nesoi; alloys, dispersions, ceramic products and mixtures thereof",
2845.90.01 2844,"2845.90.01 Isotopes not in heading 2844 and their compounds other than boron, lithium and helium",
2846.10.00,2846.10.00 Cerium compounds,
2846.90.20,2846.90.20 Mixtures of rare-earth oxides or of rare-earth chlorides,
2846.90.40,2846.90.40 Yttrium materials and compounds containing by weight more than 19 percent but less than 85 percent yttrium oxide equivalent,
2846.90.80,"2846.90.80 Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium, or of mixtures of these metals, nesoi",
2849.20.10,"2849.20.10 Silicon carbide, crude",
2849.20.20,"2849.20.20 Silicon carbide, in grains, or ground, pulverized or refined",
2849.90.30,2849.90.30 Tungsten carbide,
2853.90.10,"2853.90.10 Phosphor copper containing more than 15 percent by weight of phosphorus, excluding ferrosphosphorus",
2853.90.90,"2853.90.90 Other phosphides, excluding ferrophosphorous, nesoi",
2903.45.10,"2903.45.10 1,2,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2- tetrafluoroethane (HFC-134)",
2903.51.10 2025,"2903.51.10 2,3,3,3-Tetrafluoropropene (HFO-1234yf),1,3,3,3- tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4- hexafluoro-2-butene (HFO-1336mzz) Executive Order 14346 of September 5, 2025",
2903.59.90,2903.59.90 Other unsaturated fluorinated derivatives of acyclic hydrocarbons,
2903.69.90,2903.69.90 Other brominated or iodinated derivatives of acyclic hydrocarbons,
2903.78.00,"2903.78.00 Other perhalogenated acyclic hydrocarbon derivatives, nesoi",
2903.79.90,"2903.79.90 Other halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, nesoi",
2903.89.15,"2903.89.15 Halogenated products derived in whole or in part from benzene or other aromatic hydrocarbon, described in additional U.S. note 3 to section VI of the HTSUS",
2903.89.20,"2903.89.20 Halogenated derivatives derived in whole or in part from benzene or other aromatic hydrocarbon, nesoi",
2903.89.70,2903.89.70 Other halogenated derivatives of cyclanic etc hydrocarbons not deriv from benzene or other aromatic hydrocarbons,
2903.92.00,"2903.92.00 Hexachlorobenzene (ISO) and DDT (clofenatone (INN), (1,1,1-Trichloro-2,2-bis(p-chlorophenyl)ethane))",
2904.99.40,"2904.99.40 Sulfonated, nitrated or nitrosated derivatives of aromatic products described in additional U.S. note 3 to section VI of the HTSUS",
2905.29.90,"2905.29.90 Unsaturated monohydric alcohols, other than allyl alcohol or acyclic terpene alcohols",
2905.39.90,"2905.39.90 Dihydric alcohols (diols), nesoi",
2905.59.10,"2905.59.10 Halogenated, sulfonated, nitrated or nitrosated derivatives of monohydric alcohols",
2905.59.90,"2905.59.90 Halogenated, sulfonated, nitrated or nitrosated derivatives of acyclic alcohols, nesoi",
2906.19.50,"2906.19.50 Other cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives",
2906.29.60,"2906.29.60 Other aromatic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives",
2907.29.90,"2907.29.90 Other polyphenols, nesoi",
2908.19.60,"2908.19.60 Other halogenated, sulfonated, nitrated or nitrosated derivatives of phenol or phenol-alcohols",
2909.19.18,"2909.19.18 Ethers of acyclic monohydric alcohols and derivatives, nesoi",
2909.20.00,"2909.20.00 Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulfonated, nitrated or nitrosated derivatives",
2909.30.60,"2909.30.60 Other aromatic ethers and their halogenated, sulfonated, nitrated, or nitrosated derivatives, nesoi",
2909.49.10,"2909.49.10 Other aromatic ether-alcohols, their halogenated, sulfonated, nitrated or nitrosated derivatives described in additional U.S. note 3 to section VI of the HTSUS",
2909.49.15,"2909.49.15 Aromatic ether-alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",
2909.49.20,2909.49.20 Nonaromatic glycerol ethers,
2909.49.60,"2909.49.60 Other non-aromatic ether-alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives",
2909.50.40,"2909.50.40 Odoriferous or flavoring compounds of ether-phenols, ether-alcohol-phenols and their halogenated, sulfonated, nitrated, nitrosated derivatives",
2909.50.45,"2909.50.45 Ether-phenols, ether-alcohol-phenols & their halogenated, sulfonated, nitrated, nitrosated derivatives nesoi, in additional U.S. note 3 to section VI",
2909.50.50,"2909.50.50 Ether-phenols, ether-alcohol-phenols and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",
2912.19.50,"2912.19.50 Acyclic aldehydes without other oxygen function, nesoi",
2912.49.26,"2912.49.26 Other aromatic aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function",
2914.19.00,"2914.19.00 Acyclic ketones without other oxygen function, nesoi",
2914.40.90,"2914.40.90 Nonaromatic ketone-alcohols and ketone-aldehydes, nesoi",
2914.50.30,2914.50.30 Aromatic ketone-phenols and ketones with other oxygen function,
2914.50.50,2914.50.50 Nonaromatic ketone-phenols and ketones with other oxygen function,
2914.62.00,2914.62.00 Coenzyme Q10 (ubidecarenone (INN),
2914.69.21,2914.69.21 Quinone drugs,
2914.69.90,"2914.69.90 Quinones, nesoi",
2914.79.40,"2914.79.40 Other halogenated, sulfonated, nitrated, etc derivatives of aromatic ketones and quinones, whether or not with other oxygen function",
2915.29.30,2915.29.30 Cobalt acetates,
2915.39.31,2915.39.31 Aromatic esters of acetic acid described in additional U.S. note 3 to section VI of the HTSUS,
2915.39.35,"2915.39.35 Aromatic esters of acetic acid, nesoi",
2915.39.47,2915.39.47 Acetates of polyhydric alcohols or of polyhydric alcohol ethers,
2915.39.90,2915.39.90 Other non-aromatic esters of acetic acid,
2915.90.10,"2915.90.10 Fatty acids of animal or vegetable origin, nesoi",
2915.90.14,2915.90.14 Valproic acid,
2915.90.18,"2915.90.18 Saturated acyclic monocarboxylic acids, nesoi",
2915.90.20,"2915.90.20 Aromatic anhydrides, halides, peroxides and peroxyacids, of saturated acyclic monocarboxylic acids, and their derivatives, nesoi",
2915.90.50,"2915.90.50 Nonaromatic anhydrides, halides, peroxides and peroxyacids, of saturated acyclic monocarboxylic acids, and their derivatives, nesoi",
2916.19.30,"2916.19.30 Unsaturated acyclic monocarboxylic acids, nesoi",
2916.19.50,"2916.19.50 Unsaturated acyclic monocarboxylic acid anhydrides, halides, peroxides, peroxyacids and their derivatives, nesoi",
2916.20.50,"2916.20.50 Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",
2916.31.50,"2916.31.50 Benzoic acid esters, nesoi",
2916.39.46,"2916.39.46 Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and derivatives described in additional U.S. note 3 to section VI of the HTSUS",
2916.39.79,"2916.39.79 Other aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",
2917.13.00,"2917.13.00 Azelaic acid, sebacic acid, their salts and esters",
2917.19.10,2917.19.10 Ferrous fumarate,
2917.19.70,2917.19.70 Acyclic polycarboxylic acids and their derivatives (excluding plasticizers),
2917.34.01,"2917.34.01 Esters of orthophthalic acid, nesoi",
2917.39.30,"2917.39.30 Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives nesoi, in additional U.S. note 3 to section VI",
2918.11.51,2918.11.51 Salts and esters of lactic acid,
2918.13.50,"2918.13.50 Salts and esters of tartaric acid, nesoi",
2918.16.50,2918.16.50 Salts and esters of gluconic acid,
2918.19.60,2918.19.60 Malic acid,
2918.19.90,"2918.19.90 Nonaromatic carboxylic acids with alcohol function, without other oxygen function, and their derivatives, nesoi",
2918.22.10,2918.22.10 O-Acetylsalicylic acid (Aspirin),
2918.22.50,2918.22.50 Salts and esters of O-acetylsalicylic acid,
2918.23.30,"2918.23.30 Esters of salicylic acid and their salts, described in additional U.S. note 3 to section VI of the HTSUS",
2918.23.50,"2918.23.50 Esters of salicylic acid and their salts, nesoi",
2918.29.20,2918.29.20 Gentisic acid; and hydroxycinnamic acid and its salts,
2918.29.65,"2918.29.65 Carboxylic acids with phenol function but without other oxygen function, described in additional U.S. note 3 to section VI of the HTSUS",
2918.29.75,2918.29.75 Other carboxylic acids with phenol function but without other oxygen function and their derivatives (excluding products described in additional U.S. note 3 to section VI of the HTSUS),
2918.30.25,"2918.30.25 Aromatic carboxylic acids with aldehyde or ketone function but without other oxygen function and their derivatives described in additional U.S. note 3 to section VI of the HTSUS, nesoi",
2918.30.30,"2918.30.30 Aromatic carboxylic acids with aldehyde or ketone function but without other oxygen function and their derivatives, nesoi",
2918.30.90,2918.30.90 Non-aromatic carboxylic acids with aldehyde or ketone function but without other oxygen function and their derivatives,
2918.99.30,"2918.99.30 Aromatic drugs derived from carboxylic acids with additional oxygen function and their derivatives, nesoi",
2918.99.43,"2918.99.43 Aromatic carboxylic acids with additional oxygen function and their derivatives described in additional U.S. note 3 to section VI of the HTSUS, nesoi",
2918.99.47,2918.99.47 Other aromatic carboxylic acids with additional oxygen function and their derivatives (excluding goods described in additional U.S. note 3 to section VI of the HTSUS),
2918.99.50,"2918.99.50 Nonaromatic carboxylic acids with additional oxygen function, and their derivatives, nesoi",
2919.90.30,"2919.90.30 Aromatic phosphoric esters and their salts, including lactophosphates, and their derivatives, not used as plasticizers",
2919.90.50,"2919.90.50 Nonaromatic phosphoric esters and their salts, including lactophosphates, and their derivatives",
2920.90.51,"2920.90.51 Nonaromatic esters of inorganic acids of nonmetals and their salts and derivatives, excluding esters of hydrogen halides, nesoi",
2921.19.11,"2921.19.11 Mono- and triethylamines; mono-, di-, and tri(propyl- and butyl-) monoamines; salts of any of the foregoing",
2921.19.61,"2921.19.61 N,N-Dialkyl (methyl, ethyl, N-Propyl or Isopropyl)-2- Chloroethylamines and their protonated salts; Acylcic monoamines and their derivatives, nesoi",
2921.29.00,"2921.29.00 Acyclic polyamines, their derivatives and salts, other than ethylenediamine or hexamethylenediamine and their salts",
2921.30.10,"2921.30.10 Cyclanic, cyclenic, cycloterpenic mono- or polyamines, derivatives and salts, from any aromatic compound described in additional U.S. note 3 to section VI",
2921.30.50,"2921.30.50 Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives and salts, from any nonaromatic compounds",
2921.42.90,2921.42.90 Other aniline derivatives and their salts,
2921.46.00,"2921.46.00 Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), and other specified INNs; salts thereof",
2921.49.38,"2921.49.38 Aromatic monoamine antidepressants, tranquilizers and other psychotherapeutic agents, nesoi",
2921.49.43,"2921.49.43 Aromatic monoamine drugs, nesoi",
2921.49.45,"2921.49.45 Aromatic monoamines and their derivatives nesoi; salts thereof, described in additional U.S. note 3 to section VI of the HTSUS",
2921.49.50,"2921.49.50 Aromatic monoamines and their derivatives and salts thereof, nesoi",
2921.59.80,2921.59.80 Aromatic polyamines and their derivatives; salts thereof nesoi,
2922.11.00,2922.11.00 Monoethanolamine and its salts,
2922.14.00,2922.14.00 Dextropropoxyphene (INN) and its salts,
2922.19.09,"2922.19.09 Aromatic amino-alcohols drugs, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof; nesoi",
2922.19.20,"2922.19.20 4,4'-Bis(dimethylamino)benzhydrol (Michler's hydrol) and other specified aromatic amino-alcohols, their ethers and esters; salts thereof",
2922.19.33,"2922.19.33 N1-(2-Hydroxyethyl-2-nitro-1,4-phenylendiamine; N1,N4,N4-tris(2-hydroxyethyl)-2-nitro-1,4- phenylenediamine; and other specified chemicals",
2922.19.60,"2922.19.60 Aromatic amino-alcohols, their ethers and esters, other than those containing more than one oxygen function described in additional U.S. note 3 to section VI of the HTSUS",
2922.19.70,"2922.19.70 Other aromatic amino-alcohols, their ethers and esters, other than those containing more than one oxygen function (excluding goods described in additional U.S. note 3 to section VI)",
2922.19.90,2922.19.90 Salts of triethanolamine,
2922.19.96,"2922.19.96 Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters and salts thereof, nesoi",
2922.29.27,"2922.29.27 Drugs of amino-naphthols and -phenols, their ethers and esters, except those containing more than one oxygen function; salts thereof, nesoi",
2922.29.61,2922.29.61 Amino-naphthols and other amino-phenols and their derivatives of products described in additional U.S. note 3 to section VI of the HTSUS,
2922.29.81,"2922.29.81 Amino-naphthols and other amino-phenols; their ethers, esters and salts (not containing more than one oxygen function) thereof nesoi",
